smi_std,smiles,logp,source,units
CC(C)P(=O)(Oc1ccc([N+](=O)[O-])cc1)C(C)C,CC(C)P(=O)(Oc1ccc([N+](=O)[O-])cc1)C(C)C,2.83,DB1.sdf,
CCNc1nc(Cl)nc(NC(C)CC)n1,CCNc1nc(Cl)nc(NC(C)CC)n1,2.61,DB1.sdf,
Cc1[nH]c(=O)n(C(C)(C)C)c(=O)c1Br,Cc1[nH]c(=O)n(C(C)(C)C)c(=O)c1Br,1.65,DB1.sdf,
COC(=O)c1cc(Cl)cc(N)c1Cl,COC(=O)c1cc(Cl)cc(N)c1Cl,2.6,DB1.sdf,
CCOC(=O)C1C2C=CC(C2)C1C(=O)OCC,CCOC(=O)C1C2C=CC(C2)C1C(=O)OCC,2.77,DB1.sdf,
Clc1ccccc1CNCC1CCCCC1,Clc1ccccc1CNCC1CCCCC1,4.94,DB1.sdf,
O=C(NCc1ccccc1Cl)C1CCC(C(=O)NCc2ccccc2Cl)CC1,O=C(NCc1ccccc1Cl)C1CCC(C(=O)NCc2ccccc2Cl)CC1,4.68,DB1.sdf,
Clc1ccccc1C=NCC1CCC(CN=Cc2ccccc2Cl)CC1,Clc1ccccc1/C=N/CC1CCC(C/N=C/c2ccccc2Cl)CC1,7.04,DB1.sdf,
Clc1ccc(CNCC2CCN(Cc3ccccc3)CC2)cc1,Clc1ccc(CNCC2CCN(Cc3ccccc3)CC2)cc1,4.87,DB1.sdf,
CCCCCCCCCCOC,CCCCCCCCCCOC,4.49,DB1.sdf,
CCC(C)(O)C(C)(C)C,CCC(C)(O)C(C)(C)C,2.58,DB1.sdf,
O=[N+]([O-])OCC(O[N+](=O)[O-])C(CO[N+](=O)[O-])O[N+](=O)[O-],O=[N+]([O-])OCC(O[N+](=O)[O-])C(CO[N+](=O)[O-])O[N+](=O)[O-],1.85,DB1.sdf,
CC=CC(=O)OCCCC,C/C=C/C(=O)OCCCC,2.61,DB1.sdf,
NCCCOCCCCOCCCN,NCCCOCCCCOCCCN,-0.2,DB1.sdf,
CC(C)CNCC1CCC(CNCC(C)C)CC1,CC(C)CNCC1CCC(CNCC(C)C)CC1,4.8,DB1.sdf,
CCCCN(CCN(CCCC)C(=O)N1CCCCC1)C(=O)N1CCCCC1,CCCCN(CCN(CCCC)C(=O)N1CCCCC1)C(=O)N1CCCCC1,4.92,DB1.sdf,
CCOP(=O)(O)CC,CCOP(=O)(O)CC,0.34,DB1.sdf,
COc1ccc(CCl)cc1OC,COc1ccc(CCl)cc1OC,2.44,DB1.sdf,
CCCCCCCCCCCN,CCCCCCCCCCCN,4.27,DB1.sdf,
COc1cc(C=O)cc(OC)c1,COc1cc(C=O)cc(OC)c1,1.87,DB1.sdf,
N#CSCCCSC#N,N#CSCCCSC#N,1.6,DB1.sdf,
CC(CC(=O)O)Cc1ccccc1,CC(CC(=O)O)Cc1ccccc1,3.19,DB1.sdf,
CC(CCl)OP(=O)(OC(C)CCl)C(C)CCl,CC(CCl)OP(=O)(OC(C)CCl)C(C)CCl,2.9,DB1.sdf,
CC(C)(C#N)C#N,CC(C)(C#N)C#N,2.1,DB1.sdf,
C=CCOC(=O)C(=C)C#N,C=CCOC(=O)C(=C)C#N,1.77,DB1.sdf,
N#CCN(CC#N)CC#N,N#CCN(CC#N)CC#N,-1.39,DB1.sdf,
CC(O)CC(O)CCO,CC(O)CC(O)CCO,-0.85,DB1.sdf,
NNc1nnc(NN)c2ccccc12,NNc1nnc(NN)c2ccccc12,0.43,DB1.sdf,
C=CC(=O)OCCOCCOCC,C=CC(=O)OCCOCCOCC,0.67,DB1.sdf,
CCCCCCCCC=CCCCCCCCCNF,CCCCCCCC/C=C/CCCCCCCCNF,7.41,DB1.sdf,
CN(C)C(=O)CCC(=O)N(C)C,CN(C)C(=O)CCC(=O)N(C)C,-1.31,DB1.sdf,
CCN1CCCC1,CCN1CCCC1,1.4,DB1.sdf,
CCOC(=O)c1ccccc1Cl,CCOC(=O)c1ccccc1Cl,2.96,DB1.sdf,
CCOC(=O)c1ccccc1OC,CCOC(=O)c1ccccc1OC,2.4,DB1.sdf,
CCOC(=O)c1ccc(Cl)cc1,CCOC(=O)c1ccc(Cl)cc1,2.96,DB1.sdf,
CNNCl,CNNCl,-1.08,DB1.sdf,
C=CCNC(=S)Nc1ccccc1,C=CCNC(=S)Nc1ccccc1,2.26,DB1.sdf,
Cc1cccc2c1C=CC2,Cc1cccc2c1C=CC2,3.8,DB1.sdf,
CC(=CC(=O)O)C(S)C(C)=CC(=O)O,C/C(=C\C(=O)O)C(S)/C(C)=C/C(=O)O,1.25,DB1.sdf,
O=C(O)CCOC(=O)C1CCOC(C(Cl)(Cl)Cl)O1,O=C(O)CCOC(=O)C1CCOC(C(Cl)(Cl)Cl)O1,1.17,DB1.sdf,
O=C(NC(C(=O)O)c1ccccc1)c1ccccc1,O=C(NC(C(=O)O)c1ccccc1)c1ccccc1,2.09,DB1.sdf,
O=C1c2ccccc2C=CC1CN1CCCCC1,O=C1c2ccccc2C=CC1CN1CCCCC1,3.37,DB1.sdf,
O=C1c2ccccc2CCC1CN1CCOCC1,O=C1c2ccccc2CCC1CN1CCOCC1,1.84,DB1.sdf,
CCOc1cc2c(cc1OC)CN(C)CC2,CCOc1cc2c(cc1OC)CN(C)CC2,2.09,DB1.sdf,
N=C(N)NCCCCCCNC(=N)N,N=C(N)NCCCCCCNC(=N)N,-0.7,DB1.sdf,
C=C(CC)C(C)C,C=C(CC)C(C)C,3.63,DB1.sdf,
CC1C(=O)N(C)C(=O)N(C)C1=O,CC1C(=O)N(C)C(=O)N(C)C1=O,-0.41,DB1.sdf,
COC(=O)C(C)(Cc1ccc(O)cc1)NCl,COC(=O)C(C)(Cc1ccc(O)cc1)NCl,-1.48,DB1.sdf,
Cc1cccc(C)c1NC1=NCCCS1,Cc1cccc(C)c1NC1=NCCCS1,4.52,DB1.sdf,
CCCC=C(CCCC)CCCC,CCCC=C(CCCC)CCCC,6.57,DB1.sdf,
CCc1cccc([N+](=O)[O-])c1,CCc1cccc([N+](=O)[O-])c1,2.85,DB1.sdf,
Cc1cccc2c1CC=C2,Cc1cccc2c1CC=C2,3.8,DB1.sdf,
CC(C)Nc1nc(O)nc(NC(C)C)n1,CC(C)Nc1nc(O)nc(NC(C)C)n1,2.51,DB1.sdf,
CN(C)CCCN1CCCC1=O,CN(C)CCCN1CCCC1=O,0.08,DB1.sdf,
CC(C)NCCC(O)c1ccc(O)cc1,CC(C)NCCC(O)c1ccc(O)cc1,1.41,DB1.sdf,
CC(=O)NC(=O)C(N)Cc1ccccc1,CC(=O)NC(=O)C(N)Cc1ccccc1,-0.04,DB1.sdf,
CCCCCCCC(=O)NO,CCCCCCCC(=O)NO,1.66,DB1.sdf,
CCCCCCCCN(C)C,CCCCCCCCN(C)C,3.48,DB1.sdf,
CCCC(=O)C(C)C,CCCC(=O)C(C)C,1.66,DB1.sdf,
CSc1c(C)cc(O)cc1C,CSc1c(C)cc(O)cc1C,3.21,DB1.sdf,
O=C1CN(CO)C(=O)CN1CO,O=C1CN(CO)C(=O)CN1CO,-4.93,DB1.sdf,
C=CC(=O)OCC(F)(F)C(F)F,C=CC(=O)OCC(F)(F)C(F)F,1.99,DB1.sdf,
Cc1ccc(-c2cccc(C)c2)cc1,Cc1ccc(-c2cccc(C)c2)cc1,4.85,DB1.sdf,
C=CC(C)C(C)C,C=CC(C)C(C)C,3.5,DB1.sdf,
CC=CCC(C)C,C/C=C/CC(C)C,3.49,DB1.sdf,
O=C1c2ccccc2C(=O)N1c1ccc(Cl)cc1,O=C1c2ccccc2C(=O)N1c1ccc(Cl)cc1,2.65,DB1.sdf,
CCOc1ccc(C(c2ccc(OCC)cc2)C(Cl)Cl)cc1,CCOc1ccc(C(c2ccc(OCC)cc2)C(Cl)Cl)cc1,5.73,DB1.sdf,
CCC1C(=O)N(C)C(=O)N(C)C1=O,CCC1C(=O)N(C)C(=O)N(C)C1=O,0.08,DB1.sdf,
CN1C(=O)C(c2ccccc2)C(=O)N(C)C1=O,CN1C(=O)C(c2ccccc2)C(=O)N(C)C1=O,0.81,DB1.sdf,
CNCCC1(c2ccccc2)C=Cc2ccccc21,CNCCC1(c2ccccc2)C=Cc2ccccc21,4.31,DB1.sdf,
ClC(Cl)c1ccc(C(Cl)Cl)cc1,ClC(Cl)c1ccc(C(Cl)Cl)cc1,3.96,DB1.sdf,
C=C(C)c1ccccc1C,C=C(C)c1ccccc1C,3.99,DB1.sdf,
CCC(CC)c1ccccn1,CCC(CC)c1ccccn1,3.24,DB1.sdf,
O=C(O)C=Cc1cccc(O)c1,O=C(O)/C=C\c1cccc(O)c1,1.59,DB1.sdf,
CNC(Cc1ccccc1)c1ccccc1,CNC(Cc1ccccc1)c1ccccc1,3.66,DB1.sdf,
O=P(O)(O)c1cccc2ccccc12,O=P(O)(O)c1cccc2ccccc12,1.7,DB1.sdf,
Nc1cc2cn[nH]c2cc1N,Nc1cc2cn[nH]c2cc1N,-0.6,DB1.sdf,
CC(N(C)C)C(O)(c1ccccc1)c1ccccc1,CC(N(C)C)C(O)(c1ccccc1)c1ccccc1,2.79,DB1.sdf,
BrC1=NC(Br)N=N1,BrC1=NC(Br)N=N1,2.24,DB1.sdf,
O=P(Oc1ccccc1)(Oc1ccccc1)N1CCOCC1,O=P(Oc1ccccc1)(Oc1ccccc1)N1CCOCC1,2.67,DB1.sdf,
CC(=O)N(C)N=O,CC(=O)N(C)N=O,-1.16,DB1.sdf,
CCCCOCCC(=O)O,CCCCOCCC(=O)O,1.29,DB1.sdf,
CC1CCC2(C)CCC3(C)C(=COC4C5(C)CCC(OC(=O)CCC(=O)O)C(C)(C)C5CCC43C)C2C1,CC1CCC2(C)CCC3(C)C(=COC4C5(C)CCC(OC(=O)CCC(=O)O)C(C)(C)C5CCC43C)C2C1,7.74,DB1.sdf,
CCOP(=S)(OC)SCCSCC,CCOP(=S)(OC)SCCSCC,3.37,DB1.sdf,
O=CC1CC2C3C1C1(Cl)C(Cl)(Cl)C3(Cl)C3(Cl)C2C13Cl,O=CC1CC2C3C1[C@@]1(Cl)C(Cl)(Cl)C3(Cl)[C@@]3(Cl)[C@@H]2[C@@]13Cl,4.8,DB1.sdf,
CCCCC(CC)COC(=O)C(CC)CCCC,CCCCC(CC)COC(=O)C(CC)CCCC,6.61,DB1.sdf,
Cc1nc(N)nc(Nc2ccccc2)n1,Cc1nc(N)nc(Nc2ccccc2)n1,2.44,DB1.sdf,
O=Cc1ccc(NCN=O)cc1,O=Cc1ccc(NCN=O)cc1,1.15,DB1.sdf,
CCc1ccccc1-n1c(C)nc2ccccc2c1=O,CCc1ccccc1-n1c(C)nc2ccccc2c1=O,4.82,DB1.sdf,
CCN(CC)CCOc1cc(Cl)ccc1C(=O)Nc1ccccc1,CCN(CC)CCOc1cc(Cl)ccc1C(=O)Nc1ccccc1,4.1,DB1.sdf,
CCCCC=CCCCC,CCCC/C=C/CCCC,5.04,DB1.sdf,
Cc1cc(C)c(C)c(CCl)c1C,Cc1cc(C)c(C)c(CCl)c1C,4.98,DB1.sdf,
Nc1ccc2nc(S)sc2c1,Nc1ccc2nc(S)sc2c1,1.94,DB1.sdf,
CC(C)(N)CSP(=O)(O)O,CC(C)(N)CSP(=O)(O)O,-0.18,DB1.sdf,
Nc1nc2c(c(=O)[nH]1)NC(=O)C(=CC(=O)C(=O)O)N2,Nc1nc2c(c(=O)[nH]1)NC(=O)/C(=C/C(=O)C(=O)O)N2,-1.56,DB1.sdf,
CCNc1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-],CCNc1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-],2.15,DB1.sdf,
FC(F)(F)c1ccc2c(c1)N(CCCN1CCN(CCC3OCCCO3)CC1)c1ccccc1S2,FC(F)(F)c1ccc2c(c1)N(CCCN1CCN(CCC3OCCCO3)CC1)c1ccccc1S2,5.37,DB1.sdf,
CNCC(C)CN1CCCCCc2ccccc21,CNCC(C)CN1CCCCCc2ccccc21,4.47,DB1.sdf,
S=C(S)c1ccccc1,S=C(S)c1ccccc1,2.29,DB1.sdf,
Cc1ccc(C(=O)C(CCC#N)(CCC#N)CCC#N)cc1,Cc1ccc(C(=O)C(CCC#N)(CCC#N)CCC#N)cc1,2.12,DB1.sdf,
CCC(C(=O)O)c1ccc([N+](=O)[O-])cc1,CCC(C(=O)O)c1ccc([N+](=O)[O-])cc1,2.15,DB1.sdf,
C1CCn2nnnc2C1,C1CCn2nnnc2C1,0.38,DB1.sdf,
Nc1ccc(C(=O)Nc2ccccn2)cc1,Nc1ccc(C(=O)Nc2ccccn2)cc1,1.16,DB1.sdf,
CN(C)CC=C(c1ccccc1)c1ccccc1,CN(C)CC=C(c1ccccc1)c1ccccc1,3.48,DB1.sdf,
Oc1ccc(N(Cc2ccccc2)Cc2ccccc2)cc1,Oc1ccc(N(Cc2ccccc2)Cc2ccccc2)cc1,4.45,DB1.sdf,
O=C(O)c1ccc2ccc3ccccc3c2c1,O=C(O)c1ccc2ccc3ccccc3c2c1,4.23,DB1.sdf,
CC1(C(=O)O)CCOC1=O,CC1(C(=O)O)CCOC1=O,-0.67,DB1.sdf,
CC(C)(O)C(=O)c1ccccc1,CC(C)(O)C(=O)c1ccccc1,1.08,DB1.sdf,
O=C(O)c1ccc2c(c1C(=O)O)C(=O)c1ccccc1C2=O,O=C(O)c1ccc2c(c1C(=O)O)C(=O)c1ccccc1C2=O,2.42,DB1.sdf,
CCCC(=O)Oc1ccc(Cl)cc1,CCCC(=O)Oc1ccc(Cl)cc1,3.22,DB1.sdf,
CCCC(=O)Oc1c(Cl)cc(Cl)c(Cl)c1Cl,CCCC(=O)Oc1c(Cl)cc(Cl)c(Cl)c1Cl,5.15,DB1.sdf,
O=C(CCl)OCCc1ccccc1,O=C(CCl)OCCc1ccccc1,2.83,DB1.sdf,
COc1nnc(-c2ccccc2)c(-c2ccccc2)n1,COc1nnc(-c2ccccc2)c(-c2ccccc2)n1,3.42,DB1.sdf,
CCCCOC(=O)c1ccccc1C(=O)OCCOCCOC(=O)c1ccccc1C(=O)OCCCC,CCCCOC(=O)c1ccccc1C(=O)OCCOCCOC(=O)c1ccccc1C(=O)OCCCC,5.66,DB1.sdf,
CC1(COCC2(C)CO2)CO1,CC1(COCC2(C)CO2)CO1,0.05,DB1.sdf,
CN1C(=O)CN2CCc3ccccc3C2c2cc(Cl)ccc21,CN1C(=O)CN2CCc3ccccc3C2c2cc(Cl)ccc21,2.97,DB1.sdf,
CCCC(=O)C(CC)Cc1ccccc1,CCCC(=O)C(CC)Cc1ccccc1,3.85,DB1.sdf,
CCCCC(C=O)=Cc1ccccc1,CCCC/C(C=O)=C\c1ccccc1,3.84,DB1.sdf,
CCOC(C=C(C)CCC=C(C)C)OCC,CCOC(/C=C(\C)CCC=C(C)C)OCC,4.82,DB1.sdf,
CC(C)=CCCC(C)CCOCC=O,CC(C)=CCCC(C)CCOCC=O,3.26,DB1.sdf,
CCCOC(C)OCCc1ccccc1,CCCOC(C)OCCc1ccccc1,3.4,DB1.sdf,
C=CCOC(=O)COc1ccccc1,C=CCOC(=O)COc1ccccc1,2.46,DB1.sdf,
CCCCCCC(=O)OCCCCC,CCCCCCC(=O)OCCCCC,4.79,DB1.sdf,
C=CCOC(=O)C1CC=CCC1C(=O)OCC=C,C=CCOC(=O)C1CC=CCC1C(=O)OCC=C,3.59,DB1.sdf,
CCP(=O)(CC)OP(=O)(CC)CC,CCP(=O)(CC)OP(=O)(CC)CC,0.51,DB1.sdf,
Cc1c2cc(F)ccc2cc2c1ccc1ccccc12,Cc1c2cc(F)ccc2cc2c1ccc1ccccc12,6.27,DB1.sdf,
NC(=O)CNc1ccc(C(=O)O)cc1,NC(=O)CNc1ccc(C(=O)O)cc1,0.95,DB1.sdf,
N#CCc1ccc2ccccc2c1,N#CCc1ccc2ccccc2c1,2.74,DB1.sdf,
Cc1c(Cl)cccc1C(=O)O,Cc1c(Cl)cccc1C(=O)O,2.72,DB1.sdf,
O=C(O)Cc1ccccc1CC(=O)O,O=C(O)Cc1ccccc1CC(=O)O,0.28,DB1.sdf,
COC(=O)C1CC=CCC1C(=O)OC,COC(=O)C1CC=CCC1C(=O)OC,1.89,DB1.sdf,
CC(=O)CC(=O)OCCC(NO)C(Cl)(Cl)Cl,CC(=O)CC(=O)OCCC(NO)C(Cl)(Cl)Cl,0.47,DB1.sdf,
COc1ccc(C(c2ccccc2)c2ccc(OC)cc2)cc1,COc1ccc(C(c2ccccc2)c2ccc(OC)cc2)cc1,5.53,DB1.sdf,
CC=COC(=O)C1CCCCC1C(=O)OC=CC,C/C=C/OC(=O)C1CCCCC1C(=O)O/C=C/C,3.64,DB1.sdf,
O=C(Cl)c1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-],O=C(Cl)c1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-],0.89,DB1.sdf,
OCCOc1ccccc1-c1ccccc1,OCCOc1ccccc1-c1ccccc1,2.86,DB1.sdf,
CCCCCCC=CC=CCCCCCCCC1=NCC(C)O1,CCCCCC/C=C/C=C/CCCCCCCC1=NCC(C)O1,9.32,DB1.sdf,
O=[N+]([O-])c1ccc(OC2CCCCC2)c([N+](=O)[O-])c1,O=[N+]([O-])c1ccc(OC2CCCCC2)c([N+](=O)[O-])c1,3.98,DB1.sdf,
COc1ccc(C(=O)N2CCOCC2)cc1,COc1ccc(C(=O)N2CCOCC2)cc1,0.42,DB1.sdf,
O=C(O)c1ccccc1Oc1ccc([N+](=O)[O-])cc1[N+](=O)[O-],O=C(O)c1ccccc1Oc1ccc([N+](=O)[O-])cc1[N+](=O)[O-],2.38,DB1.sdf,
CC1CCC(Oc2ccc([N+](=O)[O-])cc2[N+](=O)[O-])CC1,CC1CCC(Oc2ccc([N+](=O)[O-])cc2[N+](=O)[O-])CC1,4.4,DB1.sdf,
C=CCC(=O)CCC(C#N)(C#N)CCC(=O)CC=C,C=CCC(=O)CCC(C#N)(C#N)CCC(=O)CC=C,2.64,DB1.sdf,
CCCCCCCCCCCC1=NCC(C)O1,CCCCCCCCCCCC1=NCC(C)O1,6.8,DB1.sdf,
COC1(C)COC(C)(OC)CO1,COC1(C)COC(C)(OC)CO1,1.33,DB1.sdf,
O=C1NC(=O)C2CCCCC12,O=C1NC(=O)C2CCCCC12,0.51,DB1.sdf,
O=C(NCCO)OCCO,O=C(NCCO)OCCO,-1.59,DB1.sdf,
CCCCC(CC)C(O)P(=O)(O)O,CCCCC(CC)C(O)P(=O)(O)O,1.13,DB1.sdf,
CC(C)CC(CC(C)C)OP(=O)(O)OC(CC(C)C)CC(C)C,CC(C)CC(CC(C)C)OP(=O)(O)OC(CC(C)C)CC(C)C,6.76,DB1.sdf,
CCCC(=O)OC(CCC1CCCO1)CCC1CCCO1,CCCC(=O)OC(CCC1CCCO1)CCC1CCCO1,4.29,DB1.sdf,
CCOP(=S)(Oc1ccc([N+](=O)[O-])cc1)Oc1ccc([N+](=O)[O-])cc1,CCOP(=S)(Oc1ccc([N+](=O)[O-])cc1)Oc1ccc([N+](=O)[O-])cc1,4.82,DB1.sdf,
CC=Cc1ccc(OCC(=O)O)c(OC)c1,C/C=C/c1ccc(OCC(=O)O)c(OC)c1,2.21,DB1.sdf,
O=C(O)c1ccccc1C(=O)OCCOC(=O)c1ccccc1C(=O)O,O=C(O)c1ccccc1C(=O)OCCOC(=O)c1ccccc1C(=O)O,2.39,DB1.sdf,
O=C=NC1CCC(N=C=O)CC1,O=C=NC1CCC(N=C=O)CC1,2.94,DB1.sdf,
O=C1CCCCCCCCCCCCN1,O=C1CCCCCCCCCCCCN1,4.1,DB1.sdf,
O=NN1CCCC1C(=O)O,O=NN1CCCC1C(=O)O,0.01,DB1.sdf,
OCc1cc(Cl)c(Cl)c(Cl)c1,OCc1cc(Cl)c(Cl)c(Cl)c1,3.01,DB1.sdf,
Cc1ccc2c(c1)CCC(C)C2,Cc1ccc2c(c1)CCC(C)C2,4.92,DB1.sdf,
CP(=O)(Oc1ccccc1)Oc1ccccc1,CP(=O)(Oc1ccccc1)Oc1ccccc1,2.95,DB1.sdf,
CC1(C)C(N)C(C)(C)C1N,CC1(C)C(N)C(C)(C)C1N,0.85,DB1.sdf,
Nc1n[nH]c(-c2ccc([N+](=O)[O-])o2)n1,Nc1n[nH]c(-c2ccc([N+](=O)[O-])o2)n1,0.48,DB1.sdf,
C=CCC1CC(=O)OC1=O,C=CCC1CC(=O)OC1=O,2.07,DB1.sdf,
C=CCN1C(=O)NC(=O)C(CC)(CC)C1=O,C=CCN1C(=O)NC(=O)C(CC)(CC)C1=O,1.66,DB1.sdf,
CCC(=O)OCc1ccc(OC)cc1,CCC(=O)OCc1ccc(OC)cc1,2.65,DB1.sdf,
II,II,2.49,DB1.sdf,
Cc1cn[nH]c1,Cc1cn[nH]c1,0.61,DB1.sdf,
Oc1cccc2cncnc12,Oc1cccc2cncnc12,0.64,DB1.sdf,
C=Cc1ccccc1CC,C=Cc1ccccc1CC,3.93,DB1.sdf,
CCCCOC(=O)C=C(CC(=O)OCCCC)C(=O)OCCCC,CCCCOC(=O)/C=C(/CC(=O)OCCCC)C(=O)OCCCC,5.72,DB1.sdf,
ClC#CCl,ClC#CCl,1.12,DB1.sdf,
O=C1C2C3CCC(O3)C2C(=O)N1Cc1ccccc1Cl,O=C1C2C3CCC(O3)C2C(=O)N1Cc1ccccc1Cl,1.22,DB1.sdf,
NC1C(N)C(CC(=O)O)C(CC(=O)O)C(CC(=O)O)C1CC(=O)O,NC1C(N)C(CC(=O)O)C(CC(=O)O)C(CC(=O)O)C1CC(=O)O,-5.01,DB1.sdf,
CC(C)C1OC(C(C)C)OC(C(C)C)O1,CC(C)C1OC(C(C)C)OC(C(C)C)O1,3.42,DB1.sdf,
CCN(CC)CCCOC(=O)c1ccc(F)cc1,CCN(CC)CCCOC(=O)c1ccc(F)cc1,3.2,DB1.sdf,
CN1CCCC(CO)C1,CN1CCCC(CO)C1,0.35,DB1.sdf,
COCCNCC(O)COc1ccccc1,COCCNCC(O)COc1ccccc1,0.24,DB1.sdf,
COCCNCC(O)C(C)(C)Oc1ccccc1,COCCNCC(O)C(C)(C)Oc1ccccc1,1.11,DB1.sdf,
O=C1C2C3CCC(O3)C2C(=O)N1Cc1ccc(Cl)cc1,O=C1C2C3CCC(O3)C2C(=O)N1Cc1ccc(Cl)cc1,1.22,DB1.sdf,
Cc1cccc(OP(=S)(S)Oc2cccc(C)c2)c1,Cc1cccc(OP(=S)(S)Oc2cccc(C)c2)c1,5.89,DB1.sdf,
CC(C)c1ccc(O)c(C(C)(C)C)c1,CC(C)c1ccc(O)c(C(C)(C)C)c1,4.88,DB1.sdf,
CCCCCCCCCc1ccc(OCC(O)CO)cc1,CCCCCCCCCc1ccc(OCC(O)CO)cc1,5.34,DB1.sdf,
CCCCCCCCCCCOP(=O)(O)OCCCCCCCCCCC,CCCCCCCCCCCOP(=O)(O)OCCCCCCCCCCC,9.16,DB1.sdf,
OC(c1ccccc1)c1ccc(-c2ccccc2)cc1,OC(c1ccccc1)c1ccc(-c2ccccc2)cc1,4.47,DB1.sdf,
CN(N=O)C(=O)C(=O)N(C)N=O,CN(N=O)C(=O)C(=O)N(C)N=O,-2.45,DB1.sdf,
CNCC(=O)NC(C)=O,CNCC(=O)NC(C)=O,-1.56,DB1.sdf,
CCN(CC)CCOC(=O)c1ccc(F)cc1,CCN(CC)CCOC(=O)c1ccc(F)cc1,2.71,DB1.sdf,
CC(C=Cc1ccccc1)c1ccccc1,CC(/C=C/c1ccccc1)c1ccccc1,5.43,DB1.sdf,
N#Cc1nc(C#N)nc(C#N)n1,N#Cc1nc(C#N)nc(C#N)n1,0.09,DB1.sdf,
O=Nc1ccccc1N=O,O=Nc1ccccc1N=O,1.73,DB1.sdf,
C=CCN1CCC2(C)c3cc(O)ccc3CC1C2C,C=CCN1CCC2(C)c3cc(O)ccc3CC1C2C,4.07,DB1.sdf,
Nc1ccc(-c2nc3ccc(N)cc3[nH]2)cc1,Nc1ccc(-c2nc3ccc(N)cc3[nH]2)cc1,1.16,DB1.sdf,
O=C(c1ccco1)N(O)c1ccccc1,O=C(c1ccco1)N(O)c1ccccc1,1.06,DB1.sdf,
CCCCCCCCCCCCN(C)CC(=O)O,CCCCCCCCCCCCN(C)CC(=O)O,0.88,DB1.sdf,
O=NN1CCc2ccccc21,O=NN1CCc2ccccc21,1.93,DB1.sdf,
CCN1CC2(COC)CCC(O)C34C5CC6CC(OC)C(O)(C(CC23)C14)C5C6OC(C)=O,CCN1CC2(COC)CCC(O)C34C5CC6CC(OC)C(O)(C(CC23)C14)C5C6OC(C)=O,0.99,DB1.sdf,
Oc1c(Br)cc(Cl)c2cccnc12,Oc1c(Br)cc(Cl)c2cccnc12,3.2,DB1.sdf,
CCC=CCCC,CC/C=C/CCC,3.56,DB1.sdf,
O=C(c1ccccc1)N1CC1,O=C(c1ccccc1)N1CC1,0.62,DB1.sdf,
CCCCCCP(=O)(O)CCCCCC,CCCCCCP(=O)(O)CCCCCC,4.29,DB1.sdf,
CC1CN1C(=O)c1cccc(C(=O)N2CC2C)c1,CC1CN1C(=O)c1cccc(C(=O)N2CC2C)c1,0.07,DB1.sdf,
CC(NNC(=O)c1ccccc1)c1ccccc1,CC(NNC(=O)c1ccccc1)c1ccccc1,2.97,DB1.sdf,
CC1OC(O)C(O)C(O)C1O,CC1OC(O)C(O)C(O)C1O,-2.49,DB1.sdf,
CCCCC(CC)COC(=O)CS,CCCCC(CC)COC(=O)CS,3.68,DB1.sdf,
COC1(O)OCC(O)C(O)C1O,COC1(O)OCC(O)C(O)C1O,-1.55,DB1.sdf,
NCCCN1CCCC1=O,NCCCN1CCCC1=O,-0.6,DB1.sdf,
CC(C)(C)OCC1CO1,CC(C)(C)OCC1CO1,0.97,DB1.sdf,
Nc1nc2c(ncn2C2OC3COP(=O)(O)OC3C2O)c(=O)[nH]1,Nc1nc2c(ncn2C2OC3COP(=O)(O)OC3C2O)c(=O)[nH]1,-4.57,DB1.sdf,
CC1CCC(C)C(C)C1,CC1CCC(C)C(C)C1,4.43,DB1.sdf,
ClNc1nc(NCl)nc(NCl)n1,ClNc1nc(NCl)nc(NCl)n1,-0.38,DB1.sdf,
CC1CC=CC=CC=CC=CC(OC2OC(C)C(O)C(N)C2O)CC2OC(O)(CC(O)CC3OC3C=CC(=O)O1)CC(O)C2C(=O)O,CC1C/C=C\C=C/C=C\C=C/C(OC2OC(C)C(O)C(N)C2O)CC2OC(O)(CC(O)CC3OC3/C=C\C(=O)O1)CC(O)C2C(=O)O,-3.67,DB1.sdf,
CCCCC(NC(C)=O)C(=O)O,CCCCC(NC(C)=O)C(=O)O,0.87,DB1.sdf,
CCOP(=S)(OCC)Oc1nn2c(C)cc(C)nc2c1Br,CCOP(=S)(OCC)Oc1nn2c(C)cc(C)nc2c1Br,4.64,DB1.sdf,
O=[N+]([O-])c1cc(Br)ccc1O,O=[N+]([O-])c1cc(Br)ccc1O,2.8,DB1.sdf,
CCN(CC)CCOCCC1=CCC2CC1C2(C)C,CCN(CC)CCOCCC1=CCC2CC1C2(C)C,4.67,DB1.sdf,
CCNc1nsc2ccccc12,CCNc1nsc2ccccc12,2.29,DB1.sdf,
O=C(O)c1c(Cl)ccc2ccccc12,O=C(O)c1c(Cl)ccc2ccccc12,3.35,DB1.sdf,
NC1=Nc2ccc(Cl)cc2C(c2ccccc2)=[N+]([O-])C1,NC1=Nc2ccc(Cl)cc2C(c2ccccc2)=[N+]([O-])C1,2.13,DB1.sdf,
