molecule,logp,dataset_type
COC(=O)C(C)Oc1ccc(Oc2ccc(Cl)cc2Cl)cc1,4.62,train
COc1cc(C)c2c(c1OC)-c1ccc(OC)c(=O)cc1C(NC(=O)c1ccc([N+](=O)[O-])cc1)CC2,2.96,train
COCCO,-0.77,train
Cn1c(=O)[nH]c(=O)c2[nH]cnc21,-0.5,train
COc1ccc(Oc2c(C(F)(F)F)oc3cc(OC(=O)N4CCOCC4)ccc3c2=O)cc1,4.63,train
CCOC(=O)CN(C(=O)CCl)c1ccccc1,1.6,train
CC(=O)NC(C)C(N)=O,-1.52,train
c1ccc2c(c1)ccc1ccccc12,4.46,train
O=[N+]([O-])c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1,1.18,train
CCOC(=O)CN(C(=O)CCl)c1ccccc1OC,1.78,train
Brc1cccc(-c2c[nH]c(SCCc3c[nH]cn3)n2)c1,3.76,train
O=C(O)C1COc2ccccc2O1,1.4,train
CCOc1ccc(C(C)(C)COCc2cccc(Oc3ccccc3)c2)cc1,7.05,train
COc1ccc(C(=O)N(NC(=S)Nc2ccccc2)c2ccccc2)cc1,3.94,train
COc1ccc(CCNCC(O)COc2ccc(-c3nc(C)c[nH]3)cc2OC)cc1OC,1.89,train
COc1ccc(NS(=O)(=O)c2ccc(N)cc2)cc1,1.51,train
COc1ccc(S(I)=C(N(C)C)N(C)C)cc1,-0.51,train
CCN(CC)CCNC(=O)c1ccc(N)cc1OC,1.4,train
CC(=O)Nc1c(C)cccc1[N+](=O)[O-],0.61,train
c1cn(C23CC4CC(CC(C4)C2)C3)cn1,2.9,train
COc1cc(C2=Nc3cc(C)c(C)cc3NC3CC(C)(C)CC(=O)C23)cc(OC)c1OC(C)=O,4.21,train
Cc1c([N+](=O)[O-])nc(Br)n1C,0.39,train
CC(C)COC(=O)Nc1ccc2nn(C3CCCC3)nc2c1,4.28,train
CC(C)C(NC(=O)C(N)CO)C(=O)O,-1.53,train
CC1(C)OC2CC3C4CC=C5CC(=O)C=CC5(C)C4(F)C(O)CC3(C)C2(C(=O)CO)O1,2.53,train
Cc1ccccc1OC1OC(CO)C(O)C(O)C1O,-0.16,train
Nc1cc2c3ccccc3ccc2c2ccccc12,4.99,train
COC(=O)CS(=O)(=O)c1ccccc1,0.93,train
CCC(Br)C(=O)O,1.42,train
CCC(C)C(NC(=O)C(N)C(C)C)C(=O)NCC(=O)O,-0.45,train
CC(=O)c1ccc[nH]1,0.93,train
CNCC(O)c1ccc(O)cc1,-0.45,train
N=c1[nH]c(=N)c2nc(-c3ccc(O)cc3)c(=N)[nH]c2[nH]1,0.92,train
CC(=O)C(N)C(O)O,-2.94,train
O=C(NP(=O)(N1CC1)N1CC1)c1cccc(I)c1,1.91,train
CN1C(=CC=CC(=O)C(F)(F)F)C(C)(C)c2ccccc21,4.41,train
CCCC1=NS(=O)(=O)c2cc(S(N)(=O)=O)c(Cl)cc2N1,1.21,train
CC12CCC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)COC(=O)CCC(N)=O,1.43,train
O=[N+]([O-])c1cc(C(F)(F)F)c(Cl)c([N+](=O)[O-])c1N=c1[nH]cc(C(F)(F)F)cc1Cl,3.56,train
NC(=O)c1ccccc1Cl,0.64,train
CCNC(=S)NCC,0.57,train
CCCCc1ccc(CCC[N+](C)(C)CCCCS(=O)(=O)[O-])cc1,0.3,train
Cc1ccc(S(=O)(=O)NC(=O)Nc2ccccc2)cc1,3.11,train
Cc1ccc(C)n1N=c1ccc(N2CCCCC2)n[nH]1,3.13,train
COC(=O)c1cccn1C,1.8,train
CC(=O)OCc1ccc(Cl)cc1,2.59,train
CC1CC2C3CC=C4CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)NCC#N,1.57,train
Cc1c(O)c(=O)ccn1CCN,-1.55,train
C[C@H]1CCC[C@@H](C)N1C(=O)COC(=O)c1ccc2c(c1)S(=O)(=O)c1ccccc1C2=O,4.39,train
Nc1ccc(C(=O)O)cc1O,0.5,train
COC1CC(OC2C(C)C(=O)OC(C)C(C)C(O)C(C)C(=O)C3(CO3)CC(C)C(OC3OC(C)CC(N(C)C)C3O)C2C)OC(C)C1O,1.69,train
Cc1cc(Cl)cc(Cl)c1NC1=NCCN1,2.38,train
CCOc1ccc(OCC(OC(=S)n2ccnc2)C(C)(C)C)cc1,4.58,train
c1ccc2[nH]cnc2c1,1.32,train
CC(=O)NC(C(=O)NC(C)C(=O)NC(C(N)=O)C(C)C)C(C)C,-0.67,train
Cc1ncc([N+](=O)[O-])n1CCO,-0.02,train
ClCCCCl,2.0,train
O=C(O)C[N+]1([O-])CCN(C(=O)Cn2c(=O)sc3ccc(Cl)cc32)CC1,0.21,train
CCNC(=O)c1cc2ccccc2[nH]1,2.32,train
CCCC(C)CCC(C)=O,2.92,train
COc1ccccc1NCC#N,1.3,train
COC(=O)c1ccccc1OC(C)=O,1.46,train
CN=C(NC#N)NCCSCc1ncn(COC(=O)C(C)(C)C)c1C,1.81,train
CCOC(=O)C(C)c1ccc(-n2sc3ccccc3c2=O)cc1,3.91,train
CC1CCC2C(C)COC3OC4(C)CCC1C32OO4,3.16,train
N#Cc1ccc(O)cc1,1.6,train
CCOC(=O)CCCCn1nc2ccccc2n1,2.85,train
O=C(Cn1cnnn1)N(Cc1ccco1)Cc1cccs1,4.33,train
Cc1ccc(NC(=O)C2CCCN2C(=O)OC(C)(C)C)cc1C,3.9,train
O=C1CC(Oc2ccc(C(=O)c3ccccc3)cc2)N1,2.14,train
OCCCCl,0.5,train
O=C(O)COc1ccc([N+](=O)[O-])cc1,1.48,train
CCC(C)C(NC(C)=O)C(=O)NC(Cc1ccccc1)C(=O)NC(C)C(N)=O,0.52,train
CC(C)=CCCC(C)CCO,3.91,train
Cc1no[n+]([O-])c1-c1ccccc1,2.16,train
N=C(N)NN=C(c1ccccc1)c1cccs1,1.96,train
C=CCC1(CC(=C)Br)C(=O)NC(=O)N(C)C1=O,1.78,train
CCN(CC)C(=O)c1ccccc1,1.25,train
Clc1cc2ccccc2cc1Cl,4.42,train
[O-][n+]1nc(-n2ccnc2)nc2ccc(Cl)cc21,2.04,train
CNC(=O)Oc1cccc(Cl)c1,2.03,train
Cc1ccc([N+](=O)[O-])cn1,0.99,train
Cn1c(SCC(=O)NC2CCCCCC2)nnc1-c1ccc(Cl)cc1,4.21,train
CCOc1cccc(-c2n[nH]c(=S)n(C)c2=O)c1,2.67,train
CCN1CCCC1=O,-0.04,train
O=C(c1ccc(F)cc1)C1CC1,2.61,train
Cc1[nH]c(Br)nc1[N+](=O)[O-],0.86,train
COC(=O)C(C#N)=NNc1cccc(Cl)c1,3.6,train
CN(C)N=Nc1ccc([N+](=O)[O-])cc1,3.25,train
CC(=O)c1ccncc1,0.48,train
c1ccc(COCc2ccccc2)cc1,3.31,train
CNc1c(Cl)cccc1Cl,2.91,train
CSc1nnc(CCC(C)C)c(=O)n1N,1.85,train
COc1ccc([C@@H]2CC(=O)N(c3sc4c(c3C#N)CCCC4)C3=C2C(=O)CCC3)c(OC)c1,4.55,train
COc1cc(S(=O)(=O)CC(O)c2ccccc2)cc(OC)c1OC,1.65,train
O=NN(CCCl)C(=O)NC1CCCCC1Cl,2.73,train
NC1(C(=O)O)CCCCC1,-1.87,train
COC(=O)C(=Cc1ccc(I)o1)[N+](=O)[O-],3.0,train
COc1cccc(NC(C)=O)c1,1.3,train
NC1CC2CC1c1cc(C(F)(F)F)ccc12,2.85,train
CC(=O)c1cccc(C(C)=O)c1,1.43,train
CC1C(Cl)C(Cl)C(C)C(Cl)C1Cl,4.4,train
CC(C)NC(=S)N1CCN(S(=O)(=O)c2cccc(C(F)(F)F)c2)CC1,3.9,train
CCOc1ccc(C2(C(=O)OC)CC(F)(F)C2(F)F)cc1,4.06,train
Cc1csc(-c2ccc(C(C)C(=O)O)cc2Cl)n1,3.65,train
O=C(CN1CCCCC1)Nc1ccc(Cl)c(Cl)c1,3.65,train
COc1c(Cl)cc(Cl)c(Cl)c1Cl,4.75,train
NC(=O)Nc1cccc(Cl)c1,1.82,train
CC1=CCC(=C(C)C)CC1,4.47,train
O=C(O)c1ccc([N+](=O)[O-])cc1,1.89,train
O=[N+]([O-])c1cc(Cl)c(N=c2[nH]cc(C(F)(F)F)cc2Cl)c([N+](=O)[O-])c1,3.74,train
ClCC(Cl)CCl,2.27,train
CC(=O)NC(CCCCNC(=O)NCCCl)C(=O)NCc1ccccc1,0.61,train
c1ccc2c(c1)Cc1c-2ccc2ccccc12,5.4,train
[O-][n+]1onc(Cl)c1-c1ccccc1,2.82,train
CC12CCC(O)CC1=CCC1C2CCC2(C)C(O)CCC12,3.55,train
CCOP(=O)(Oc1ccc([N+](=O)[O-])cc1)C(C)(C)C,2.4,train
CCc1cssc1=S,2.67,train
CC(=O)NC(Cc1ccc(O)cc1)C(=O)NC(CC(C)C)C(N)=O,0.32,train
O=C(NN=Cc1ccccc1O)c1cccc(Cl)c1,3.83,train
Cc1ccc(Cl)c(Nc2ccccc2CC(=O)O)c1Cl,4.93,train
CNc1ccc(-c2nc3ccc(OC)cc3s2)cc1,2.6,train
CC(C)Oc1ccc(OCC(OC(=O)n2ccnc2)C(C)(C)C)cc1,4.08,train
O=C(O)COc1cccc(OC(F)(F)F)c1,2.48,train
N#Cc1sc2c(=O)c3ccccc3c(=O)c=2sc1C#N,2.84,train
CCCCCCOC(=O)c1cccnc1,3.51,train
O=NN(CCF)C(=O)NC1CSCSC1,1.54,train
CCc1ccc(OCC(OC(=S)n2ccnc2)C(C)(C)C)cc1,5.09,train
O=Cc1ccccc1O,1.81,train
Cn1nnc2ccccc21,1.13,train
CN1C(=O)C(=Cc2ccc([N+](=O)[O-])o2)SC1=S,1.06,train
CC(C)CC(N)C(=O)NC(CC(N)=O)C(=O)O,-1.3,train
COCCC(=O)N(C)c1ccc(S(=O)(=O)N(C)C)cc1,0.33,train
CCOC(=O)Oc1cccc(C2(C(=O)CC)CCN(C)CC2)c1,1.29,train
ClC=C1C2CC(C(Cl)C2(Cl)Cl)C1(CCl)CCl,5.2,train
CCCCCCCCOC(=O)CCCCCCC,6.51,train
COc1ccccc1-c1nc2ccccc2[nH]1,3.02,train
CCCCC(O)CC,2.24,train
COP(=O)(OC)Oc1ccc([N+](=O)[O-])c(C(C)C)c1,2.57,train
S=C(S)NCCNC(=S)S,1.33,train
CC(O)COc1cccc2oc(C(=O)O)cc(=O)c12,1.32,train
CCCCNC(=O)Cn1cnc([N+](=O)[O-])n1,0.89,train
CCOCC(O)Cn1cnc([N+](=O)[O-])n1,-0.07,train
Clc1ccc(Oc2cc(Cl)c(Cl)cc2Cl)cc1Cl,6.6,train
COc1ccc(-c2n[nH]c(=N)s2)cc1OC,2.34,train
Nc1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O,0.93,train
Clc1cccc2cccnc12,2.44,train
Brc1nc(Br)c(Br)[nH]1,1.96,train
O=C(O)c1cc(Oc2cc(C(F)(F)F)ccc2Cl)ccc1[N+](=O)[O-],3.7,train
CC(C)(C)c1ccc([N+](=O)[O-])cc1,3.89,train
COC1=C(N2CC2)C(=O)C(OC)=C(N2CC2)C1=O,0.17,train
c1ccc(CNc2ccccc2)cc1,3.13,train
C=CCN=c1cc(-c2nc[nH]n2)cc[nH]1,1.26,train
N=C(N)c1ccccc1,0.65,train
CCOC(=O)c1[nH]c(C)c(C(=O)OCC(=O)N2CCc3ccccc32)c1C,4.47,train
COc1c(O)c(Cl)c(Cl)c(Cl)c1Cl,4.59,train
N=c1ccc2ccccc2[nH]1,1.87,train
Cc1ccc(C)n1-c1ccc(-c2ccnc3ncnn23)cc1,3.5,train
O=C(N=c1ccn(C2CC(O)C(CO)O2)c(=O)[nH]1)c1ccccc1,0.67,train
Cc1ccc2c(c1)N=C(SCC(=O)O)NS2(=O)=O,0.7,train
COc1cccc2c(O)c3c(O)c4c(c(O)c3c(O)c12)=C(OC1CC(N2CCOCC2)C(O)C(C)O1)CC(O)(C(=O)CO)C=4,1.73,train
N#CCCN(CCO)c1ccc(N=Nc2ccc([N+](=O)[O-])cc2Cl)cc1,4.0,train
S=C=NC(c1ccccc1)c1ccccc1,5.09,train
CC1OC(OC2CCC3(C=O)C4CCC5(C)C(c6coc(O)c6)CCC5(O)C4CCC3(O)C2)C(O)C(O)C1O,-0.48,train
O=C1C=C(N2CC2)C(=O)C=C1N1CC1,0.18,train
CCCC1=NC(=O)N[C@@H](c2ccc3c(c2)OCO3)C1C(=O)OCC,3.59,train
c1cnc2c(c1)[nH]c(=NCCCN1CCN(CCCN=c3[nH]c4cccnc4n4cccc34)CC1)c1cccn12,5.05,train
C=CCc1ccc(O)c(OC)c1,2.27,train
COc1ccccc1N1CCN(CCNC(=O)c2ccc(F)cc2)CC1,2.5,train
COC(=O)c1c(F)cccc1Cl,2.42,train
N#Cc1ccc(NS(=O)(=O)c2ccc(N)cc2)cc1,1.83,train
CC(C)(C)N(NC(=O)c1ccccc1)C(=O)c1c(F)c(F)c(F)c(F)c1F,3.25,train
CCS(=O)c1ccc(C(=O)c2ccccc2)cc1[N+](=O)[O-],3.82,train
CCOC(=O)CCCCCn1nc2ccccc2n1,3.17,train
CC(=O)OCCN=c1ccc(-c2ccncc2)c[nH]1,2.0,train
CCCN1CCCN(CCC)C1=S,2.83,train
CC(=O)NC(CCCN)C(=O)NC(Cc1ccccc1)C(=O)NC(CC(C)C)C(N)=O,0.54,train
Clc1cc(Cl)c2oc3c(Cl)c(Cl)ccc3c2c1,6.25,train
N#Cc1cccc(CC(=O)O)c1,1.18,train
C=CCCC(C)=O,1.02,train
ClC(c1ccccc1)(c1ccccc1)c1ccccc1,5.25,train
CN1C(=O)c2ccccc2C1=O,1.31,train
CCOC1Oc2ccc(OS(C)(=O)=O)cc2C1(C)C,2.7,train
Cc1nonc1-c1ccccn1,2.09,train
COc1ccncc1,1.0,train
CNC(=O)Oc1cccc(C)c1C,1.95,train
CSc1cccc(N=NN(C)C)c1,2.98,train
CC(C)(SC(=O)N1CCCCC1)c1ccccc1,4.02,train
Cc1cnc(-c2ccc(C(C)C(=O)O)cc2Cl)s1,3.66,train
O=[N+]([O-])c1ccc(Cl)cc1C(F)(F)F,3.2,train
C=CCCCC,3.39,train
COC1(NC(=O)C(C(=O)O)c2ccc(O)cc2)C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)COC21,-0.58,train
FC(F)(F)C(=NOCC1OCCO1)c1ccc(Cl)cc1,2.9,train
CC(C)C(NC(=O)C(N)Cc1ccccc1)C(=O)NC(Cc1ccc(O)cc1)C(=O)NC(Cc1ccccc1)C(=O)O,-0.32,train
CCc1nc(-c2ccccc2)c(CC)nc1-c1ccccc1,4.94,train
CCOC(=O)c1cnn(C)c1S(=O)(=O)NC(=O)N=c1nc(OC)cc(OC)[nH]1,1.3,train
c1ccc(COc2ccccc2)cc1,3.79,train
O=c1nc(N=CN2CCCC2)ccn1C1CC(F)C(CO)O1,-0.16,train
CC=CC#CC#Cc1ccccc1,4.76,train
CC(=O)c1ccc2cc(O)c(O)cc2c1,2.32,train
CN1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn(CCF)c3c2F)CC1,0.24,train
CCCN=c1nc(C(Cl)(Cl)Cl)[nH]c(C(Cl)(Cl)Cl)n1,4.09,train
COc1ccc(CCNCC(O)COc2ccc(-c3nc(C(C)=O)c(C)[nH]3)cc2)cc1OC,2.14,train
C[C@]12CO[C@]3(C(=O)NCC(F)(F)F)C[C@H]1CC[C@]23C,3.11,train
COC(=O)c1ccccc1NC(C)=O,1.65,train
CC(=O)Nc1ccc(CN(C)N=Nc2ccc(C(=O)O)cc2)cc1,3.35,train
NS(=O)(=O)c1ccc2c(c1)S(=O)(=O)NCN2,-0.52,train
CC(C)(C)NCC(O)COc1ccccc1,1.5,train
CNc1ccc(-c2nc3ccc(Br)cc3s2)cc1,3.6,train
CCOCOCC,0.84,train
CC(C)C(NC(=O)C(Cc1ccc(O)cc1)NC(=O)OCc1ccccc1)C(=O)O,2.43,train
CCCCCCNC(=O)c1ccc(O)c(O)c1,2.71,train
CCN(CC)CCNC(=O)c1cc(C#N)c(N)cc1OC,1.94,train
CCCC1(CCC)C(=O)NC(=S)NC1=O,2.66,train
Clc1cc2c(cc1Cl)=c1cc(Cl)c(Cl)cc1=2,6.14,train
COP(=S)(OC)SCn1nnc2ccccc2c1=O,2.75,train
COP(=O)(OC)Oc1ccc([N+](=O)[O-])c(Cl)c1,1.83,train
C(=Cc1ccccn1)c1ccccn1,2.11,train
CC12CCC(=O)C=C1CC(C#N)C1C2CCC2(C)C1CCC21CCC(=O)O1,1.67,train
c1ccc2nc3ccc4ccccc4c3cc2c1,4.48,train
O=C1C=NC(c2ccccc2Br)c2cc(Br)ccc2N1,3.3,train
Cc1c(N2CCCC2)c(=O)n(-c2ccccc2)c(=O)n1C,2.26,train
CCOC(=O)CCCN1C(=O)C=CC1=O,0.67,train
Oc1ccc(C(O)(Cn2ccnc2)c2ccc(-c3ccncc3)cc2)cc1,2.49,train
CCNC(=O)n1cc(F)c(=O)[nH]c1=O,0.35,train
CC1=CC2C(CC1)C2(C)C,4.44,train
CC(Cc1ccc(C(C)(C)C)cc1)CN1CC(C)OC(C)C1,4.93,train
CC(=O)OCC1OC(OC(C)=O)C(OC(C)=O)C(OC(C)=O)C1OC(C)=O,0.63,train
CCC(C(=O)OCc1ccccc1)C(COC(=O)c1cccc(Cl)c1)Cc1cncn1C,5.08,train
c1ccc(CNCc2ccccc2)cc1,2.67,train
Cc1ccc(CN=c2cc(-c3nc(=N)[nH][nH]3)cc[nH]2)cc1,2.69,train
CCC(C)NP(=O)(OC)Oc1cc(Cl)c(Cl)cc1Cl,3.99,train
O=c1[nH]c2c(O)ccc(CCNCCSCCCOCCc3ccccc3)c2s1,2.86,train
O=C(OCc1ccccc1)c1ccccc1,3.97,train
O=c1cc(C(O)Nc2ccccc2)s/c(=N\c2ccc(F)cc2)n1Cc1ccccc1,6.0,train
O=S(=O)(O)c1cccc2cccc(O)c12,-0.17,train
COc1c2occc2cc2ccc(=O)oc12,2.0,train
O=C(O)Cc1ccc(C(=O)O)cc1,1.24,train
O=C(N=c1[nH]cnc2c1ncn2C1OC(CO)CC1F)c1ccccc1,0.73,train
CCCOC(=O)C(C(=O)OC)=C1SC=CS1,2.72,train
COc1ccc(-c2ncc(C#N)nc2-c2ccc(OC)cc2)cc1,3.7,train
CCN=c1[nH]c(SC)nc(=NC(C)C)[nH]1,2.98,train
CN1C(=O)CN=C(c2c(Cl)cccc2Cl)c2cc(Cl)ccc21,3.04,train
COc1ccncn1,0.54,train
NS(=O)(=O)NS(=O)(=O)Nc1ccccc1,0.02,train
CC1=CC(O)C2CC1C2(C)C,3.16,train
C=CCOC(=O)COc1ccc2c(=O)c(-c3ccc(Cl)cc3)c(C)oc2c1,4.84,train
OCC1CC(F)C(n2cnc3c(F)ncnc32)O1,0.06,train
CN1CCOC(O)C1c1ccccc1,0.99,train
CS(=O)(=O)CC(=O)C=NO,-0.69,train
COc1ccccc1C=C(C(C)=O)C(C)=O,1.73,train
CC(=O)NC(CC(C)C)C(=O)NC(C(N)=O)C(C)C,0.26,train
ON=Cc1cnns1,0.86,train
CCCCCCN(C)C(=O)COC(=O)c1ccccc1,2.99,train
O=C(Nc1ccccc1)Oc1ccccc1,3.3,train
CON=C(C(=O)NC1C(=O)N2C(C(=O)O)=C(COC(N)=O)CSC12)c1ccco1,-0.16,train
Nc1ccc(N)cc1,-0.3,train
ICCCI,3.02,train
O=S(=O)(O[Na])c1ccc(-c2ccccc2)cc1,-0.67,train
Cc1ccc(C)c(O)c1,2.33,train
CCC(=O)c1ccc(S(=O)CC)c([N+](=O)[O-])c1,2.8,train
N#CCCCCOC(=O)c1ccccc1,2.04,train
O=C(NCCCNCCCNc1n[n+]([O-])c2ccccc2[n+]1[O-])c1cccc2cc3ccccc3nc12,0.88,train
CCC(C)(C)c1ccc(C2CCCC(O)C2)c(O)c1,4.32,train
CCc1cccc(C)c1N(C(=O)Cn1c(C(C)O)nc2ccccc21)[C@@H](C)COC,4.48,train
NC(=O)Nc1cccc(NC(N)=O)c1,0.58,train
OCCOc1c(Br)cc(Br)cc1Br,3.42,train
COC[C@H](C)NC(=O)CCl,0.61,train
C[C@@H]1CCCCN1C(=O)CCCCC(=O)N1CCCC[C@H]1C,3.42,train
COC(=O)C1(S(=O)(=O)c2ccccc2)CCC1,1.63,train
O=C1NC(=O)C2(CCCCCC2)C(=O)N1,1.36,train
Cc1cc(=NS(=O)(=O)c2ccc(N)cc2)[nH]c(C)n1,-0.33,train
CC12CCC(=O)C=C1C1CC1C1C2CCC2(C)C1CCC21CCC(=O)O1,2.54,train
Clc1cc(Cl)c2c(oc3ccc(Cl)c(Cl)c32)c1Cl,6.51,train
Cc1nnc(-c2ccccn2)o1,0.46,train
NS(=O)(=O)c1cc2c(cc1Cl)NC(C(Cl)Cl)NS2(=O)=O,0.62,train
CCOc1c(OC)cc(CCN)cc1OC,1.11,train
Nc1cccc(I)c1,2.86,train
CN(C)CCN(C)S(=O)(=O)c1ccc(C(C)(C)[N+](=O)[O-])c([N+](=O)[O-])c1,1.42,train
Cc1cccc(C)c1C(N)=O,0.9,train
CNC(=O)c1cccnc1,0.0,train
CC(C)CCC(=O)c1ccoc1,2.76,train
CN(C)C(N(C)C)=S(I)c1ccccc1,-0.68,train
N#CC=Cc1ccccc1,1.96,train
CNC(=O)Oc1ccccc1Br,1.77,train
CC(=O)Nc1ccccc1C#N,0.57,train
CC(=O)OCC=CC#CC#Cc1ccccc1,3.88,train
O=c1[nH]cc(I)c(=O)[nH]1,0.04,train
CCOc1cc(C#N)c(NC(=O)c2cc(S(=O)(=O)N3CCOCC3)c(Cl)cc2Cl)cc1OCC,4.31,train
O=NN(CCCl)C(=O)Nc1ccc(Cl)cc1,3.16,train
NNC(=O)Nc1ccc(O)cc1,-0.55,train
COc1ccccc1N,1.18,train
COC(=O)c1c[nH]c(C)c1,1.96,train
CCc1ccco1,2.4,train
CC1OC(OC2C(O)CC(OC3C(O)CC(OC4CCC5(C)C(CCC6C5CCC5(C)C(c7coc(O)c7)CCC65O)C4)OC3C)OC2C)CC(OC(=O)C2OC(O)C(O)C(O)C2O)C1O,-1.1,train
CCc1ccsc1,2.82,train
COc1cc(C(=O)O)ccc1O,1.43,train
CC(C)(Oc1ccccc1)C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)O,2.76,train
O=C(O)Cc1n[nH]oc1=O,-1.66,train
O=NN1CCSCC1,0.4,train
COC(=O)CCCC(=O)OC,0.62,train
CC1(O)OC(=O)c2ccccc21,0.81,train
CN=C(C[N+](=O)[O-])NCCSCc1ccc(CN(C)C)o1,0.27,train
C=C1CCC2C(C1)c1c(OC)cc(CCC)cc1OC2(C)C,6.26,train
O=c1nc(-c2ccccc2)c2ccccc2[nH]1,1.91,train
Oc1ccco1,-0.6,train
Cc1ssc(=O)c1-c1ccccc1,2.93,train
CCCCCCBr,3.8,train
N#CCCCC#N,-0.72,train
O=C(Nc1ccccc1)c1cc(Cl)cc(Cl)c1O,4.01,train
CCCCCOc1cccc(NC(=O)OCCN2CCOCC2)c1,4.13,train
COC(=O)C(=Cc1ccc(Br)o1)[N+](=O)[O-],2.74,train
Cn1c([N+](=O)[O-])cnc1C=Cc1ccncn1,0.85,train
Ic1ccc2ccccc2n1,3.04,train
CCC(CC)C(=O)Nc1cc(Cl)ccc1S(N)(=O)=O,2.55,train
NS(=O)(=O)c1ccc(S(=O)(=O)CCO)c(F)c1,-0.6,train
COc1ccccc1NC(=O)OC1CCCCC1CN(C)C,3.55,train
Cc1ccc(NS(=O)(=O)C(F)(F)F)cc1,3.6,train
CCCCC(=O)OCCOCn1cnc2c(=O)[nH]c(=N)[nH]c21,0.37,train
NS(=O)(=O)c1cc2c(cc1C(F)(F)F)NCNS2(=O)=O,0.36,train
CCc1ccc(OC(=O)NC)cc1,2.23,train
OCc1ccccc1Cl,1.77,train
CON(C)C(=O)Nc1ccc(OCCc2ccccc2)cc1,4.5,train
O=C(CSc1nc2ccccc2s1)c1cccs1,4.04,train
COc1cc(S(=O)(=O)CCC(C)C)cc(OC)c1OC,2.12,train
CCC(=O)C(CS(=O)(=O)c1ccc(C)cc1)c1ccc(Cl)cc1,3.43,train
CCOC(=O)c1c(N=Cc2c(O)n(C)c(=O)n(C)c2=O)sc2c1CC[C@@H](CC)C2,5.76,train
CCCCCC,3.9,train
CCOC(=O)C1=C(C)N=C2C[C@@H](c3ccc(OC)c(OC)c3)CC(=O)C2[C@H]1c1ccccc1OC,3.79,train
CCC(C)(C)C(=O)O,1.9,train
c1cc(-c2ccncc2)ccn1,1.28,train
C=CC(=C)CCC=C(C)C,4.17,train
CCOc1ccnnc1,0.2,train
COC(=O)C(N)Cc1ccc(O)cc1,0.29,train
C=COCC,1.04,train
Cc1ccc(CN2CCN=C2C[N+](=O)[O-])cn1,-0.59,train
O=NN1CCC(Br)C(Br)C1,1.23,train
FC(F)(F)c1cccc(C(F)(F)F)c1,3.83,train
Clc1ccc(Oc2cc(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c1,6.72,train
COP(=O)(NCC(C)C)SC,0.97,train
CC(=O)c1cccc(NC(=O)N(C)C)c1,0.95,train
O=C(Nc1ccccc1)Nc1ccccc1,3.0,train
COc1cc(S(C)=O)ccc1-c1nc2nccnc2[nH]1,0.66,train
CCN(CC)C(=O)CCC(=O)OCn1ncc2c(=O)[nH]cnc21,-0.22,train
COc1ccc2ccccc2c1,3.47,train
Cc1ssc(=S)c1Cc1ccccc1,3.78,train
CC1(C(=O)Nc2ccc(Cl)c(Cl)c2)CC1,3.63,train
Oc1ccc2c(O)cccc2c1,1.94,train
O=c1c2c(nc3ccccn13)CCC2,1.19,train
CCCCCC(NC(C)=O)C(=O)OC,1.28,train
COc1ccc(C(=O)N2CCCCC2)cc1,2.4,train
C=C(C)c1cc(O)c(C)cc1O,2.2,train
c1cnc2nccnc2c1,-0.04,train
ClC(Cl)(Cl)Sc1ccccc1,3.78,train
CCOC(=O)Cn1ccnc1C=Cc1ccc([N+](=O)[O-])o1,1.27,train
FC(F)(F)c1ccccc1,3.01,train
CC(C)(C)C1=NS(=O)(=O)c2cc(Cl)ccc2N1,2.4,train
CCNC(=O)c1cccc2c1C(=O)C(=O)N(CC)C2=O,0.3,train
Nc1ccc2c(c1)Cc1cc([N+](=O)[O-])ccc1-2,3.06,train
CC1CCCc2nccc(=O)n21,0.3,train
COc1ccc(C(=O)CS(=O)(=O)c2ccccc2)cc1,2.18,train
O=C(O)c1ccccc1-c1ccccc1,2.89,train
Nc1ccc2c(c1)C(=O)c1ccccc1-2,2.95,train
CN1C(=O)CN=C(c2ccccc2F)c2cc(Cl)ccc21,2.75,train
CCCCCCCCC(CC)c1ccccc1,7.53,train
O=c1[nH]c2c(O)ccc(CCNCCCS(=O)(=O)NCCSCCc3ccccc3)c2s1,1.77,train
OCCN1CCN(C2CC(c3ccc(F)cc3)c3ccc(C(F)(F)F)cc32)CC1,4.39,train
COC(=O)C(C#N)=NNc1ccccc1,2.59,train
c1ccc(CSc2nc[nH]n2)cc1,1.45,train
CC(=O)NCCc1c[nH]c2ccccc12,1.41,train
Oc1ccc(Cl)c(O)c1,1.8,train
O=C(Cn1ccnc1[N+](=O)[O-])N(CO)CO,-1.59,train
O=Cc1ccco1,0.41,train
N=c1[nH]cnc2c1nc(Br)n2C1OC2CO[PH](=O)(=O)OC2C1O,-2.27,train
Nc1ccc(Cc2ccc(N)c(Cl)c2)cc1Cl,3.91,train
COc1ccc2c(c1)[n+]([O-])nc(N)[n+]2[O-],0.0,train
